time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
2022/03/25/14:17:23.123592,602,1648185443,123019125,map,664.365561271,182.008878314,0.0,0.0,0.0,0.658953308563,0.752183845302
2022/03/25/14:17:23.223822,603,1648185443,223228857,map,664.436263845,182.685903839,0.0,0.0,0.0,0.669377943343,0.742922047705
2022/03/25/14:17:23.323715,604,1648185443,323204850,map,664.436263845,182.685903839,0.0,0.0,0.0,0.669377943343,0.742922047705
2022/03/25/14:17:23.423671,605,1648185443,423130303,map,664.436263845,182.685903839,0.0,0.0,0.0,0.669377943343,0.742922047705
2022/03/25/14:17:23.523696,606,1648185443,523164838,map,664.506966417,183.351830584,0.0,0.0,0.0,0.668738251519,0.743497915905
2022/03/25/14:17:23.623500,607,1648185443,623025609,map,664.506966417,183.351830584,0.0,0.0,0.0,0.668738251519,0.743497915905
2022/03/25/14:17:23.723671,608,1648185443,723176243,map,664.586506812,183.995559772,0.0,0.0,0.0,0.662333257832,0.749209353632
2022/03/25/14:17:23.823555,609,1648185443,823019711,map,664.586506812,183.995559772,0.0,0.0,0.0,0.662333257832,0.749209353632
2022/03/25/14:17:23.923484,610,1648185443,922939260,map,664.586506812,183.995559772,0.0,0.0,0.0,0.662333257832,0.749209353632
2022/03/25/14:17:24.023988,611,1648185444,23427844,map,664.657209384,184.62819018,0.0,0.0,0.0,0.666682758409,0.745341599295
2022/03/25/14:17:24.123538,612,1648185444,123019970,map,664.657209384,184.62819018,0.0,0.0,0.0,0.666682758409,0.745341599295
2022/03/25/14:17:24.223678,613,1648185444,223163574,map,664.727911957,185.260820588,0.0,0.0,0.0,0.666682757627,0.745341599995
2022/03/25/14:17:24.323696,614,1648185444,323186512,map,664.727911957,185.260820588,0.0,0.0,0.0,0.666682757627,0.745341599995
2022/03/25/14:17:24.423773,615,1648185444,423195383,map,664.727911957,185.260820588,0.0,0.0,0.0,0.666682757627,0.745341599995
2022/03/25/14:17:24.523726,616,1648185444,523216318,map,664.789776707,185.882352217,0.0,0.0,0.0,0.671175637936,0.741298363037
2022/03/25/14:17:24.623491,617,1648185444,623012834,map,664.789776707,185.882352217,0.0,0.0,0.0,0.671175637936,0.741298363037
2022/03/25/14:17:24.723828,618,1648185444,723233436,map,664.842803637,186.503883847,0.0,0.0,0.0,0.676384608703,0.73654861422
2022/03/25/14:17:24.823824,619,1648185444,823247265,map,664.842803637,186.503883847,0.0,0.0,0.0,0.676384608703,0.73654861422
2022/03/25/14:17:24.923834,620,1648185444,923245422,map,664.842803637,186.503883847,0.0,0.0,0.0,0.676384608703,0.73654861422
2022/03/25/14:17:25.023735,621,1648185445,23222256,map,664.913506209,187.114316697,0.0,0.0,0.0,0.665186250396,0.74667747541
2022/03/25/14:17:25.123768,622,1648185445,123238157,map,664.913506209,187.114316697,0.0,0.0,0.0,0.665186250396,0.74667747541
2022/03/25/14:17:25.223724,623,1648185445,223182724,map,664.966533139,187.713650768,0.0,0.0,0.0,0.675228800081,0.737608342918
2022/03/25/14:17:25.323750,624,1648185445,323236103,map,664.966533139,187.713650768,0.0,0.0,0.0,0.675228800081,0.737608342918
2022/03/25/14:17:25.423763,625,1648185445,423230831,map,664.966533139,187.713650768,0.0,0.0,0.0,0.675228800081,0.737608342918
2022/03/25/14:17:25.523789,626,1648185445,523252220,map,665.046073534,188.279688501,0.0,0.0,0.0,0.65606623394,0.754703316996
2022/03/25/14:17:25.623556,627,1648185445,623023534,map,665.046073534,188.279688501,0.0,0.0,0.0,0.65606623394,0.754703316996
2022/03/25/14:17:25.723533,628,1648185445,723060835,map,665.099100463,188.845726235,0.0,0.0,0.0,0.673322910311,0.739348536517
2022/03/25/14:17:25.823486,629,1648185445,823021189,map,665.099100463,188.845726235,0.0,0.0,0.0,0.673322910311,0.739348536517
2022/03/25/14:17:25.923770,630,1648185445,923240485,map,665.099100463,188.845726235,0.0,0.0,0.0,0.673322910311,0.739348536517
2022/03/25/14:17:26.023737,631,1648185446,23232692,map,665.178640857,189.400665189,0.0,0.0,0.0,0.655026033536,0.755606309787
2022/03/25/14:17:26.123511,632,1648185446,123026608,map,665.178640857,189.400665189,0.0,0.0,0.0,0.655026033536,0.755606309787
2022/03/25/14:17:26.223501,633,1648185446,223010082,map,665.240505608,189.955604144,0.0,0.0,0.0,0.666785594349,0.745249603267
2022/03/25/14:17:26.323519,634,1648185446,323032963,map,665.240505608,189.955604144,0.0,0.0,0.0,0.666785594349,0.745249603267
2022/03/25/14:17:26.423531,635,1648185446,422994695,map,665.240505608,189.955604144,0.0,0.0,0.0,0.666785594349,0.745249603267
2022/03/25/14:17:26.523426,636,1648185446,522936815,map,665.302370359,190.510543098,0.0,0.0,0.0,0.66678559429,0.745249603319
2022/03/25/14:17:26.623515,637,1648185446,623013671,map,665.302370359,190.510543098,0.0,0.0,0.0,0.66678559429,0.745249603319
2022/03/25/14:17:26.723774,638,1648185446,723341768,map,665.373072932,191.076580832,0.0,0.0,0.0,0.66183656265,0.749648160365
2022/03/25/14:17:26.823888,639,1648185446,823252651,map,665.373072932,191.076580832,0.0,0.0,0.0,0.66183656265,0.749648160365
2022/03/25/14:17:26.923931,640,1648185446,923258280,map,665.373072932,191.076580832,0.0,0.0,0.0,0.66183656265,0.749648160365
2022/03/25/14:17:27.023834,641,1648185447,23259402,map,665.426099862,191.631519787,0.0,0.0,0.0,0.67263613685,0.739973396416
2022/03/25/14:17:27.123816,642,1648185447,123251151,map,665.426099862,191.631519787,0.0,0.0,0.0,0.67263613685,0.739973396416
2022/03/25/14:17:27.223815,643,1648185447,223257594,map,665.487964611,192.219755078,0.0,0.0,0.0,0.669106409161,0.743166612019
2022/03/25/14:17:27.323825,644,1648185447,323262120,map,665.487964611,192.219755078,0.0,0.0,0.0,0.669106409161,0.743166612019
2022/03/25/14:17:27.423715,645,1648185447,423200002,map,665.487964611,192.219755078,0.0,0.0,0.0,0.669106409161,0.743166612019
2022/03/25/14:17:27.523744,646,1648185447,523235378,map,665.567505006,192.830187928,0.0,0.0,0.0,0.659844923488,0.751401807921
2022/03/25/14:17:27.623477,647,1648185447,622994718,map,665.567505006,192.830187928,0.0,0.0,0.0,0.659844923488,0.751401807921
2022/03/25/14:17:27.723526,648,1648185447,723048082,map,665.638207579,193.485015895,0.0,0.0,0.0,0.668076599023,0.744092506237
2022/03/25/14:17:27.823546,649,1648185447,823056035,map,665.638207579,193.485015895,0.0,0.0,0.0,0.668076599023,0.744092506237
2022/03/25/14:17:27.923448,650,1648185447,922939555,map,665.638207579,193.485015895,0.0,0.0,0.0,0.668076599023,0.744092506237
2022/03/25/14:17:28.023855,651,1648185448,23384806,map,665.708910152,194.128745082,0.0,0.0,0.0,0.667391843865,0.744706738752
2022/03/25/14:17:28.123434,652,1648185448,122950537,map,665.708910152,194.128745082,0.0,0.0,0.0,0.667391843865,0.744706738752
2022/03/25/14:17:28.223876,653,1648185448,223234666,map,665.779612724,194.794671828,0.0,0.0,0.0,0.668738251519,0.743497915905
2022/03/25/14:17:28.323809,654,1648185448,323233208,map,665.779612724,194.794671828,0.0,0.0,0.0,0.668738251519,0.743497915905
2022/03/25/14:17:28.423723,655,1648185448,423173945,map,665.779612724,194.794671828,0.0,0.0,0.0,0.668738251519,0.743497915905
2022/03/25/14:17:28.523791,656,1648185448,523254787,map,665.859153118,195.438401015,0.0,0.0,0.0,0.662333257776,0.749209353682
2022/03/25/14:17:28.623800,657,1648185448,623256442,map,665.859153118,195.438401015,0.0,0.0,0.0,0.662333257776,0.749209353682
2022/03/25/14:17:28.723760,658,1648185448,723198869,map,665.859153118,195.438401015,0.0,0.0,0.0,0.662333257776,0.749209353682
2022/03/25/14:17:28.823637,659,1648185448,823067234,map,665.92985569,196.071031423,0.0,0.0,0.0,0.666682758409,0.745341599295
2022/03/25/14:17:28.923603,660,1648185448,923046674,map,665.92985569,196.071031423,0.0,0.0,0.0,0.666682758409,0.745341599295
2022/03/25/14:17:29.023714,661,1648185449,23158496,map,666.000558264,196.703661832,0.0,0.0,0.0,0.666682757678,0.745341599949
2022/03/25/14:17:29.123534,662,1648185449,123003611,map,666.000558264,196.703661832,0.0,0.0,0.0,0.666682757678,0.745341599949
2022/03/25/14:17:29.223779,663,1648185449,223251446,map,666.062423015,197.347391018,0.0,0.0,0.0,0.672434777826,0.740156381835
2022/03/25/14:17:29.323722,664,1648185449,323194411,map,666.062423015,197.347391018,0.0,0.0,0.0,0.672434777826,0.740156381835
2022/03/25/14:17:29.423851,665,1648185449,423248042,map,666.062423015,197.347391018,0.0,0.0,0.0,0.672434777826,0.740156381835
2022/03/25/14:17:29.523916,666,1648185449,523337503,map,666.141963408,197.968922648,0.0,0.0,0.0,0.660704338703,0.750646239463
2022/03/25/14:17:29.623560,667,1648185449,623038116,map,666.141963408,197.968922648,0.0,0.0,0.0,0.660704338703,0.750646239463
2022/03/25/14:17:29.723837,668,1648185449,723223743,map,666.212665982,198.601553056,0.0,0.0,0.0,0.666682757678,0.745341599949
2022/03/25/14:17:29.823843,669,1648185449,823225297,map,666.212665982,198.601553056,0.0,0.0,0.0,0.666682757678,0.745341599949
2022/03/25/14:17:29.923800,670,1648185449,923159444,map,666.212665982,198.601553056,0.0,0.0,0.0,0.666682757678,0.745341599949
2022/03/25/14:17:30.023645,671,1648185450,23049831,map,666.292206375,199.234183464,0.0,0.0,0.0,0.661533254954,0.749915830337
2022/03/25/14:17:30.123872,672,1648185450,123253586,map,666.292206375,199.234183464,0.0,0.0,0.0,0.661533254954,0.749915830337
2022/03/25/14:17:30.223868,673,1648185450,223245775,map,666.362908948,199.88901143,0.0,0.0,0.0,0.668076599023,0.744092506237
2022/03/25/14:17:30.323722,674,1648185450,323113145,map,666.362908948,199.88901143,0.0,0.0,0.0,0.668076599023,0.744092506237
2022/03/25/14:17:30.423832,675,1648185450,423239184,map,666.362908948,199.88901143,0.0,0.0,0.0,0.668076599023,0.744092506237
2022/03/25/14:17:30.523842,676,1648185450,523251748,map,666.442449343,200.577135734,0.0,0.0,0.0,0.665272274176,0.746600831243
2022/03/25/14:17:30.623455,677,1648185450,622986200,map,666.442449343,200.577135734,0.0,0.0,0.0,0.665272274176,0.746600831243
2022/03/25/14:17:30.723600,678,1648185450,723044141,map,666.521989736,201.287457596,0.0,0.0,0.0,0.666602413413,0.745413457373
2022/03/25/14:17:30.823636,679,1648185450,823031001,map,666.521989736,201.287457596,0.0,0.0,0.0,0.666602413413,0.745413457373
2022/03/25/14:17:30.923876,680,1648185450,923195037,map,666.521989736,201.287457596,0.0,0.0,0.0,0.666602413413,0.745413457373
2022/03/25/14:17:31.023762,681,1648185451,23143380,map,666.610367953,202.019977016,0.0,0.0,0.0,0.663407484111,0.748258317712
2022/03/25/14:17:31.123483,682,1648185451,122998087,map,666.610367953,202.019977016,0.0,0.0,0.0,0.663407484111,0.748258317712
2022/03/25/14:17:31.223617,683,1648185451,223010488,map,666.707583989,202.741397657,0.0,0.0,0.0,0.658198579587,0.752844359632
2022/03/25/14:17:31.323592,684,1648185451,323047071,map,666.707583989,202.741397657,0.0,0.0,0.0,0.658198579587,0.752844359632
2022/03/25/14:17:31.423642,685,1648185451,423053227,map,666.707583989,202.741397657,0.0,0.0,0.0,0.658198579587,0.752844359632
2022/03/25/14:17:31.523721,686,1648185451,523128626,map,666.787124384,203.462818297,0.0,0.0,0.0,0.667236416242,0.744846000755
2022/03/25/14:17:31.623644,687,1648185451,623050851,map,666.787124384,203.462818297,0.0,0.0,0.0,0.667236416242,0.744846000755
2022/03/25/14:17:31.723826,688,1648185451,723216568,map,666.875502599,204.16204138,0.0,0.0,0.0,0.661287685492,0.750132386327
2022/03/25/14:17:31.823655,689,1648185451,823057440,map,666.875502599,204.16204138,0.0,0.0,0.0,0.661287685492,0.750132386327
2022/03/25/14:17:31.923869,690,1648185451,923223082,map,666.875502599,204.16204138,0.0,0.0,0.0,0.661287685492,0.750132386327
2022/03/25/14:17:32.023858,691,1648185452,23214296,map,666.963880815,204.850165684,0.0,0.0,0.0,0.660534947944,0.750795300029
2022/03/25/14:17:32.123649,692,1648185452,123030719,map,666.963880815,204.850165684,0.0,0.0,0.0,0.660534947944,0.750795300029
2022/03/25/14:17:32.223574,693,1648185452,223019766,map,667.043421209,205.538289988,0.0,0.0,0.0,0.665272274176,0.746600831243
2022/03/25/14:17:32.323778,694,1648185452,323227482,map,667.043421209,205.538289988,0.0,0.0,0.0,0.665272274176,0.746600831243
2022/03/25/14:17:32.423859,695,1648185452,423248017,map,667.043421209,205.538289988,0.0,0.0,0.0,0.665272274176,0.746600831243
2022/03/25/14:17:32.523638,696,1648185452,523043005,map,667.122961604,206.215315513,0.0,0.0,0.0,0.664574087321,0.747222378185
2022/03/25/14:17:32.623666,697,1648185452,623062842,map,667.122961604,206.215315513,0.0,0.0,0.0,0.664574087321,0.747222378185
2022/03/25/14:17:32.723791,698,1648185452,723197667,map,667.202501997,206.881242258,0.0,0.0,0.0,0.663852340752,0.747863670516
2022/03/25/14:17:32.823886,699,1648185452,823259188,map,667.202501997,206.881242258,0.0,0.0,0.0,0.663852340752,0.747863670516
2022/03/25/14:17:32.923681,700,1648185452,923061631,map,667.202501997,206.881242258,0.0,0.0,0.0,0.663852340752,0.747863670516
2022/03/25/14:17:33.023897,701,1648185453,23262996,map,667.290880214,207.547169003,0.0,0.0,0.0,0.658953307866,0.752183845913
2022/03/25/14:17:33.123879,702,1648185453,123224568,map,667.290880214,207.547169003,0.0,0.0,0.0,0.658953307866,0.752183845913
2022/03/25/14:17:33.223752,703,1648185453,223182270,map,667.370420607,208.19089819,0.0,0.0,0.0,0.662333258496,0.749209353045
2022/03/25/14:17:33.323631,704,1648185453,323073824,map,667.370420607,208.19089819,0.0,0.0,0.0,0.662333258496,0.749209353045
2022/03/25/14:17:33.423814,705,1648185453,423218815,map,667.370420607,208.19089819,0.0,0.0,0.0,0.662333258496,0.749209353045
2022/03/25/14:17:33.523793,706,1648185453,523222585,map,667.44112318,208.823528599,0.0,0.0,0.0,0.666682757678,0.745341599949
2022/03/25/14:17:33.623534,707,1648185453,623025111,map,667.44112318,208.823528599,0.0,0.0,0.0,0.666682757678,0.745341599949
2022/03/25/14:17:33.723621,708,1648185453,723045167,map,667.529501396,209.456159007,0.0,0.0,0.0,0.656370304208,0.754438880065
2022/03/25/14:17:33.823654,709,1648185453,823031151,map,667.529501396,209.456159007,0.0,0.0,0.0,0.656370304208,0.754438880065
2022/03/25/14:17:33.923571,710,1648185453,922950162,map,667.529501396,209.456159007,0.0,0.0,0.0,0.656370304208,0.754438880065
2022/03/25/14:17:34.023652,711,1648185454,23103099,map,667.617879611,210.088789415,0.0,0.0,0.0,0.656370304144,0.754438880121
2022/03/25/14:17:34.123642,712,1648185454,123044672,map,667.617879611,210.088789415,0.0,0.0,0.0,0.656370304144,0.754438880121
2022/03/25/14:17:34.223740,713,1648185454,223164066,map,667.688582184,210.743617382,0.0,0.0,0.0,0.668076599776,0.744092505561
2022/03/25/14:17:34.323604,714,1648185454,323029778,map,667.688582184,210.743617382,0.0,0.0,0.0,0.668076599776,0.744092505561
2022/03/25/14:17:34.423738,715,1648185454,423173802,map,667.688582184,210.743617382,0.0,0.0,0.0,0.668076599776,0.744092505561
2022/03/25/14:17:34.523784,716,1648185454,523174291,map,667.785798221,211.376247789,0.0,0.0,0.0,0.651196331791,0.758909307798
2022/03/25/14:17:34.623779,717,1648185454,623129807,map,667.785798221,211.376247789,0.0,0.0,0.0,0.651196331791,0.758909307798
2022/03/25/14:17:34.723528,718,1648185454,723026014,map,667.785798221,211.376247789,0.0,0.0,0.0,0.651196331791,0.758909307798
2022/03/25/14:17:34.823822,719,1648185454,823235585,map,667.962554653,211.97558186,0.0,0.0,0.0,0.598800561783,0.800898175306
2022/03/25/14:17:34.923818,720,1648185454,923175403,map,667.962554653,211.97558186,0.0,0.0,0.0,0.598800561783,0.800898175306
2022/03/25/14:17:35.023604,721,1648185455,23044113,map,668.068608511,212.59711349,0.0,0.0,0.0,0.644902319041,0.764265005672
2022/03/25/14:17:35.123645,722,1648185455,123025723,map,668.068608511,212.59711349,0.0,0.0,0.0,0.644902319041,0.764265005672
2022/03/25/14:17:35.223736,723,1648185455,223201472,map,668.121635441,213.229743898,0.0,0.0,0.0,0.676931733728,0.736045805553
2022/03/25/14:17:35.323704,724,1648185455,323173340,map,668.121635441,213.229743898,0.0,0.0,0.0,0.676931733728,0.736045805553
2022/03/25/14:17:35.423739,725,1648185455,423156030,map,668.121635441,213.229743898,0.0,0.0,0.0,0.676931733728,0.736045805553
2022/03/25/14:17:35.523414,726,1648185455,522954720,map,668.218851479,213.851275527,0.0,0.0,0.0,0.65017892915,0.759781126436
2022/03/25/14:17:35.623939,727,1648185455,623455513,map,668.218851479,213.851275527,0.0,0.0,0.0,0.65017892915,0.759781126436
2022/03/25/14:17:35.723700,728,1648185455,723178564,map,668.218851479,213.851275527,0.0,0.0,0.0,0.65017892915,0.759781126436
2022/03/25/14:17:35.823788,729,1648185455,823286312,map,668.298391873,214.450609598,0.0,0.0,0.0,0.658953309028,0.752183844895
2022/03/25/14:17:35.923762,730,1648185455,923192514,map,668.298391873,214.450609598,0.0,0.0,0.0,0.658953309028,0.752183844895
2022/03/25/14:17:36.023819,731,1648185456,23213821,map,668.360256624,215.072141227,0.0,0.0,0.0,0.671175637148,0.74129836375
2022/03/25/14:17:36.123583,732,1648185456,123044425,map,668.360256624,215.072141227,0.0,0.0,0.0,0.671175637148,0.74129836375
2022/03/25/14:17:36.223754,733,1648185456,223190604,map,668.457472662,215.671475298,0.0,0.0,0.0,0.64803007154,0.761614749318
2022/03/25/14:17:36.323758,734,1648185456,323236477,map,668.457472662,215.671475298,0.0,0.0,0.0,0.64803007154,0.761614749318
2022/03/25/14:17:36.423769,735,1648185456,423191287,map,668.457472662,215.671475298,0.0,0.0,0.0,0.64803007154,0.761614749318
2022/03/25/14:17:36.523773,736,1648185456,523230136,map,668.528175234,216.270809369,0.0,0.0,0.0,0.664395905461,0.74738081378
2022/03/25/14:17:36.623447,737,1648185456,622929962,map,668.528175234,216.270809369,0.0,0.0,0.0,0.664395905461,0.74738081378
2022/03/25/14:17:36.723552,738,1648185456,723024804,map,668.607715628,216.87014344,0.0,0.0,0.0,0.658953308254,0.752183845574
2022/03/25/14:17:36.823544,739,1648185456,822969028,map,668.607715628,216.87014344,0.0,0.0,0.0,0.658953308254,0.752183845574
2022/03/25/14:17:36.923669,740,1648185456,923050758,map,668.607715628,216.87014344,0.0,0.0,0.0,0.658953308254,0.752183845574
2022/03/25/14:17:37.023802,741,1648185457,23195647,map,668.6784182,217.469477511,0.0,0.0,0.0,0.664395905461,0.74738081378
2022/03/25/14:17:37.123731,742,1648185457,122972137,map,668.6784182,217.469477511,0.0,0.0,0.0,0.664395905461,0.74738081378
2022/03/25/14:17:37.223687,743,1648185457,223024704,map,668.6784182,217.469477511,0.0,0.0,0.0,0.664395905461,0.74738081378
2022/03/25/14:17:37.323560,744,1648185457,323035537,map,668.757958595,218.057712802,0.0,0.0,0.0,0.658027661422,0.752993756152
2022/03/25/14:17:37.423622,745,1648185457,423074747,map,668.757958595,218.057712802,0.0,0.0,0.0,0.658027661422,0.752993756152
2022/03/25/14:17:37.523754,746,1648185457,523252996,map,668.819823346,218.657046873,0.0,0.0,0.0,0.66982201836,0.742521692424
2022/03/25/14:17:37.623748,747,1648185457,623162846,map,668.819823346,218.657046873,0.0,0.0,0.0,0.66982201836,0.742521692424
2022/03/25/14:17:37.723578,748,1648185457,723027877,map,668.819823346,218.657046873,0.0,0.0,0.0,0.66982201836,0.742521692424
2022/03/25/14:17:37.824048,749,1648185457,823380035,map,668.908201561,219.245282165,0.0,0.0,0.0,0.652466308788,0.757817732636
2022/03/25/14:17:37.924122,750,1648185457,923494104,map,668.908201561,219.245282165,0.0,0.0,0.0,0.652466308788,0.757817732636
2022/03/25/14:17:38.024130,751,1648185458,23521653,map,668.996579777,219.833517457,0.0,0.0,0.0,0.652466308713,0.7578177327
2022/03/25/14:17:38.123549,752,1648185458,122963084,map,668.996579777,219.833517457,0.0,0.0,0.0,0.652466308713,0.7578177327
2022/03/25/14:17:38.223713,753,1648185458,223134617,map,669.06728235,220.410653969,0.0,0.0,0.0,0.662722882719,0.748864727919
2022/03/25/14:17:38.323746,754,1648185458,323188162,map,669.06728235,220.410653969,0.0,0.0,0.0,0.662722882719,0.748864727919
2022/03/25/14:17:38.423947,755,1648185458,423395634,map,669.06728235,220.410653969,0.0,0.0,0.0,0.662722882719,0.748864727919
2022/03/25/14:17:38.523820,756,1648185458,523260708,map,669.146822744,221.00998804,0.0,0.0,0.0,0.658953309028,0.752183844895
2022/03/25/14:17:38.623567,757,1648185458,623046863,map,669.146822744,221.00998804,0.0,0.0,0.0,0.658953309028,0.752183844895
2022/03/25/14:17:38.723778,758,1648185458,723250675,map,669.217525317,221.598223333,0.0,0.0,0.0,0.663575366837,0.74810943887
2022/03/25/14:17:38.823827,759,1648185458,823251852,map,669.217525317,221.598223333,0.0,0.0,0.0,0.663575366837,0.74810943887
2022/03/25/14:17:38.923820,760,1648185458,923240817,map,669.217525317,221.598223333,0.0,0.0,0.0,0.663575366837,0.74810943887
2022/03/25/14:17:39.023798,761,1648185459,23230760,map,669.279390068,222.186458624,0.0,0.0,0.0,0.669106408376,0.743166612726
2022/03/25/14:17:39.123587,762,1648185459,123019777,map,669.279390068,222.186458624,0.0,0.0,0.0,0.669106408376,0.743166612726
2022/03/25/14:17:39.223808,763,1648185459,223246318,map,669.314741354,222.752496358,0.0,0.0,0.0,0.684714359279,0.728811529956
2022/03/25/14:17:39.323765,764,1648185459,323204879,map,669.314741354,222.752496358,0.0,0.0,0.0,0.684714359279,0.728811529956
2022/03/25/14:17:39.423781,765,1648185459,423196319,map,669.314741354,222.752496358,0.0,0.0,0.0,0.684714359279,0.728811529956
2022/03/25/14:17:39.523806,766,1648185459,523248208,map,669.411957391,223.362929208,0.0,0.0,0.0,0.649124199329,0.760682439554
2022/03/25/14:17:39.623826,767,1648185459,623255610,map,669.411957391,223.362929208,0.0,0.0,0.0,0.649124199329,0.760682439554
2022/03/25/14:17:39.723823,768,1648185459,723240308,map,669.411957391,223.362929208,0.0,0.0,0.0,0.649124199329,0.760682439554
2022/03/25/14:17:39.823792,769,1648185459,823233013,map,669.473822143,223.9511645,0.0,0.0,0.0,0.669106408376,0.743166612726
2022/03/25/14:17:39.923853,770,1648185459,923214776,map,669.473822143,223.9511645,0.0,0.0,0.0,0.669106408376,0.743166612726
2022/03/25/14:17:40.023701,771,1648185460,23137530,map,669.526849071,224.572696129,0.0,0.0,0.0,0.676384609442,0.736548613542
2022/03/25/14:17:40.123510,772,1648185460,122939925,map,669.526849071,224.572696129,0.0,0.0,0.0,0.676384609442,0.736548613542
2022/03/25/14:17:40.223639,773,1648185460,223027297,map,669.482659964,225.227524095,0.0,0.0,0.0,0.672635225089,0.739974225207
2022/03/25/14:17:40.323517,774,1648185460,322957676,map,669.482659964,225.227524095,0.0,0.0,0.0,0.672635225089,0.739974225207
2022/03/25/14:17:40.423693,775,1648185460,423056890,map,669.482659964,225.227524095,0.0,0.0,0.0,0.672635225089,0.739974225207
2022/03/25/14:17:40.523596,776,1648185460,523031422,map,669.562200358,225.815759387,0.0,0.0,0.0,0.658027661422,0.752993756152
2022/03/25/14:17:40.623534,777,1648185460,623025472,map,669.562200358,225.815759387,0.0,0.0,0.0,0.658027661422,0.752993756152
2022/03/25/14:17:40.723791,778,1648185460,723225343,map,669.641740753,226.415093458,0.0,0.0,0.0,0.658953308254,0.752183845574
2022/03/25/14:17:40.823637,779,1648185460,823062461,map,669.641740753,226.415093458,0.0,0.0,0.0,0.658953308254,0.752183845574
2022/03/25/14:17:40.923705,780,1648185460,923067581,map,669.641740753,226.415093458,0.0,0.0,0.0,0.658953308254,0.752183845574
2022/03/25/14:17:41.023826,781,1648185461,23257085,map,669.80082154,226.958933633,0.0,0.0,0.0,0.59968771698,0.800234117058
2022/03/25/14:17:41.123543,782,1648185461,123030478,map,669.80082154,226.958933633,0.0,0.0,0.0,0.59968771698,0.800234117058
2022/03/25/14:17:41.223700,783,1648185461,223188338,map,669.862686291,227.569366483,0.0,0.0,0.0,0.670511287178,0.741899328593
2022/03/25/14:17:41.323833,784,1648185461,323250783,map,669.862686291,227.569366483,0.0,0.0,0.0,0.670511287178,0.741899328593
2022/03/25/14:17:41.423835,785,1648185461,423249110,map,669.862686291,227.569366483,0.0,0.0,0.0,0.670511287178,0.741899328593
2022/03/25/14:17:41.523823,786,1648185461,523211333,map,669.915713221,228.157601776,0.0,0.0,0.0,0.67461777156,0.73816723193
2022/03/25/14:17:41.623582,787,1648185461,623050259,map,669.915713221,228.157601776,0.0,0.0,0.0,0.67461777156,0.73816723193
2022/03/25/14:17:41.723642,788,1648185461,723057247,map,669.986415794,228.768034625,0.0,0.0,0.0,0.665186250341,0.746677475459
2022/03/25/14:17:41.823647,789,1648185461,823042810,map,669.986415794,228.768034625,0.0,0.0,0.0,0.665186250341,0.746677475459
2022/03/25/14:17:41.924099,790,1648185461,923534982,map,669.986415794,228.768034625,0.0,0.0,0.0,0.665186250341,0.746677475459
2022/03/25/14:17:42.024090,791,1648185462,23479804,map,670.057118366,229.367368697,0.0,0.0,0.0,0.664395905518,0.747380813729
2022/03/25/14:17:42.123578,792,1648185462,123045706,map,670.057118366,229.367368697,0.0,0.0,0.0,0.664395905518,0.747380813729
2022/03/25/14:17:42.223693,793,1648185462,223187879,map,670.127820939,229.966702767,0.0,0.0,0.0,0.664395904689,0.747380814467
2022/03/25/14:17:42.323734,794,1648185462,323225423,map,670.127820939,229.966702767,0.0,0.0,0.0,0.664395904689,0.747380814467
2022/03/25/14:17:42.423592,795,1648185462,423071652,map,670.127820939,229.966702767,0.0,0.0,0.0,0.664395904689,0.747380814467
2022/03/25/14:17:42.523627,796,1648185462,523169171,map,670.18968569,230.554938059,0.0,0.0,0.0,0.669106408376,0.743166612726
2022/03/25/14:17:42.623475,797,1648185462,622983969,map,670.18968569,230.554938059,0.0,0.0,0.0,0.669106408376,0.743166612726
2022/03/25/14:17:42.723833,798,1648185462,723258323,map,670.242712619,231.132074571,0.0,0.0,0.0,0.673982946351,0.738746903904
2022/03/25/14:17:42.823794,799,1648185462,823202977,map,670.242712619,231.132074571,0.0,0.0,0.0,0.673982946351,0.738746903904
2022/03/25/14:17:42.923831,800,1648185462,923263258,map,670.242712619,231.132074571,0.0,0.0,0.0,0.673982946351,0.738746903904
2022/03/25/14:17:43.023810,801,1648185463,23255997,map,670.278063906,231.709211084,0.0,0.0,0.0,0.685150232742,0.728401783753
2022/03/25/14:17:43.123904,802,1648185463,123276549,map,670.278063906,231.709211084,0.0,0.0,0.0,0.685150232742,0.728401783753
2022/03/25/14:17:43.223546,803,1648185463,222975800,map,670.322253014,232.319643935,0.0,0.0,0.0,0.681101731052,0.732188795297
2022/03/25/14:17:43.323851,804,1648185463,323243995,map,670.322253014,232.319643935,0.0,0.0,0.0,0.681101731052,0.732188795297
2022/03/25/14:17:43.423920,805,1648185463,423262914,map,670.322253014,232.319643935,0.0,0.0,0.0,0.681101731052,0.732188795297
2022/03/25/14:17:43.523887,806,1648185463,523260348,map,670.401793408,232.918978005,0.0,0.0,0.0,0.658953308254,0.752183845574
2022/03/25/14:17:43.623686,807,1648185463,622987363,map,670.401793408,232.918978005,0.0,0.0,0.0,0.658953308254,0.752183845574
2022/03/25/14:17:43.723920,808,1648185463,723260027,map,670.481333801,233.518312076,0.0,0.0,0.0,0.658953309028,0.752183844895
